DE0,DE2,DE3,DE4,DE5,DE6,DE7,DE18,DE19,DE22,DE25,DE26,DE38,DE39,DE41,DE42,DE48,DE49,DE55,DE60,DE61,DE90,DE127,DE300,DE301,DE1004,DE2004,DE3004,DE4004,DE5004
,6011920728597199,280000,000000027094,000000027094,000000027094,0113080000,3087,586,901,59,04,q90380,12,70011803,CLEARTRIP689430,9787724638832,356," ",WEB,rupay,aef9ce6140d7aacab3a4dd3b4435957c5c7f4a9412," ",1,,000000025559,000000020792,000000002444,000000012270,
,2513312283173461,280000,000000018165,000000018165,000000018165,0113120000,3351,144,901,59,04,a75626,12,70015020,GROFERS11797900,9795225353062,524," ",WEB,mastercard,ef800e7f50e4d9d2cb44d4d00e87b79d7f1245ba12," ",2,,000000076280,000000026888,,,
,4532463290586352,280000,000000013099,000000013099,000000013099,0113150000,3421,586,901,52,04,f84183,12,70011803,CLEARTRIP689430,9787252739803,144," ",WEB,visa,57c35299a4cef015dc8c8a281105d23a0be77a9912," ",1,,,,,,
,4153478340676373,280000,000000013719,000000013719,000000013719,0113150000,3380,356,901,52,04,n54954,12,70007469,PAYUPAISA477790,9789653428751,144," ",WEB,visa,c0f492c54a5d06e2835ea4bb04f669067a04fb4012," ",3,,000000012697,000000010605,000000013004,000000012103,
,2673016221861246,280000,000000022031,000000022031,000000022031,0113160000,3177,356,901,52,04,p39596,12,70007469,PAYUPAISA477790,9781457023408,356," ",WEB,mastercard,5859d376ce23f0fc289125df9be42564fdac0d5112," ",3,,000000086250,,,,
,6011189283961501,280000,000000015952,000000015952,000000015952,0113200000,3033,356,901,59,04,p43597,12,70011803,CLEARTRIP689430,9790306258793,586," ",WEB,rupay,fac1c8afb7029caae26f5a3dd544346aa0023e6912," ",1,,000000003570,000000012044,000000013896,000000009822,
,2673016221861246,280000,000000026098,000000026098,000000026098,0114020000,3757,356,901,59,04,t97751,12,70015020,GROFERS11797900,9785869881830,586," ",WEB,mastercard,05269bc0d00449d6609f867d0c5316a2aef4856312," ",2,,000000086250,,,,
,6011427686886473,280000,000000024977,000000024977,000000024977,0114050000,3815,586,901,59,04,p84265,12,70011803,CLEARTRIP689430,9796750793163,144," ",WEB,rupay,6bb90275b7a5d806a90c497ee892daecff6f041412," ",1,,000000015489,,,,
,4024007133584192,280000,000000013008,000000013008,000000013008,0114070000,3132,356,901,59,04,o42578,12,70015020,GROFERS11797900,9796003611473,356," ",WEB,visa,52e976549db492d8f627b0bc50b429ad6290f7ab12," ",2,,000000011198,000000012619,,,
,4156860470944241,280000,000000012210,000000012210,000000012210,0114080000,4511,356,901,52,04,i36369,12,70011803,CLEARTRIP689430,9783504275754,586," ",WEB,visa,8e74a5ab8a0040edcbf39ec9df774d3f0017fd7312," ",1,,,,,,
,2344933269809144,280000,000000020663,000000020663,000000020663,0114100000,3821,524,901,52,04,v04083,12,70007469,PAYUPAISA477790,9782363141484,524," ",WEB,mastercard,ee19f1200ba3454224539ec1986ca96e7dc8668e12," ",3,,000000059440,000000002408,000000024226,000000097697,
,2436393306071142,280000,000000024566,000000024566,000000024566,0114140000,7511,144,901,52,04,o09845,12,70015020,GROFERS11797900,9789428232859,586," ",WEB,mastercard,6c13a8122ad2dd7950f12bcd86ef9d15a72c159812," ",2,,000000019910,000000058667,000000020710,,
,5108411630631207,280000,000000061612,000000061612,000000061612,0114140000,3177,144,901,59,04,a25864,12,70007469,PAYUPAISA477790,9798616278494,144," ",WEB,mastercard,66995340a53266f93936f7a5be0fcb1259deb00912," ",3,,000000040043,000000027971,000000020679,000000084861,000000011080
,4532856714982687,280000,000000013135,000000013135,000000013135,0114140000,4784,524,901,59,04,s93686,12,70011803,CLEARTRIP689430,9791901684420,586," ",WEB,visa,342e7fb759c959088fe299cb86e843cf14f4a1ba12," ",1,,000000013551,000000012075,,,
,4485100850384532,280000,000000019392,000000019392,000000019392,0114150000,5598,586,901,59,04,a08823,12,70015020,GROFERS11797900,9781834570303,144," ",WEB,visa,10d5e4c4ee5a9f7f3673d7d350ec47e9301f032212," ",2,,000000013782,000000012738,000000016117,,
,2396478346989565,280000,000000026731,000000026731,000000026731,0114160000,3266,356,901,52,04,y55844,12,70007469,PAYUPAISA477790,9780869676196,586," ",WEB,mastercard,e96d8be33f5e195eab406a1aaaa919655957b74f12," ",3,,000000021332,000000094530,000000022691,,
,5108411630631207,280000,000000021383,000000021383,000000021383,0114200000,5598,356,901,52,04,m09620,12,70011803,CLEARTRIP689430,9798952662063,356," ",WEB,mastercard,aa487d0a8f78d603eb501bb1c4a60641b952997f12," ",1,,000000040043,000000027971,000000020679,000000084861,000000011080
,4916112577088287,280000,000000013727,000000013727,000000013727,0114210000,3229,356,901,52,04,e50598,12,70011803,CLEARTRIP689430,9783994490606,586," ",WEB,visa,29c66c53196e85b86b5f92c42ae0d6288695c4dc12," ",1,,000000013072,000000014201,000000012145,,
,4716678214231755,280000,000000012433,000000012433,000000012433,0114220000,3144,356,901,52,04,n77534,12,70015020,GROFERS11797900,9798622307737,144," ",WEB,visa,3bc444e34e8b9458c42a4853843cb80830131f4b12," ",2,,000000000372,000000012995,000000024044,000000012349,
,2396478346989565,280000,000000042353,000000042353,000000042353,0115010000,3256,586,901,59,04,y99761,12,70015020,GROFERS11797900,9797276311664,586," ",WEB,mastercard,c398baf00c94cc068d4c815e7f267bed3a71e45212," ",2,,000000021332,000000094530,000000022691,,
,4556756711839982,280000,000000013191,000000013191,000000013191,0115030000,4411,356,901,52,04,d98703,12,70015020,GROFERS11797900,9792877964844,356," ",WEB,visa,00d37d87b5b3951b35997bbc2deaec0a91d7aff412," ",2,,,,,,
,5587268153153328,280000,000000028098,000000028098,000000028098,0115050000,7534,144,901,52,04,k46039,12,70015020,GROFERS11797900,9789279161308,586," ",WEB,mastercard,57f32782c07d6b353ed70f89b9dc7b8fc90d478e12," ",2,,000000099161,000000023306,,,
,2557287988464091,280000,000000022387,000000022387,000000022387,0115050000,3267,356,901,59,04,q13986,12,70011803,CLEARTRIP689430,9787307453319,356," ",WEB,mastercard,e506f2b4445d5cb95a9a926de649e1be267e8e0112," ",1,,000000001048,000000019579,,,
,2720102927475748,280000,000000074217,000000074217,000000074217,0115090000,4112,144,901,52,04,p76691,12,70011803,CLEARTRIP689430,9786127341981,356," ",WEB,mastercard,8b41294975d28a1ab634fc921c2e96615318f93912," ",1,,000000005896,000000021343,000000092859,000000094123,000000021733
,4532687835411607,280000,000000013261,000000013261,000000013261,0115120000,4789,356,901,52,04,u96212,12,70011803,CLEARTRIP689430,9787979706508,144," ",WEB,visa,645a3a3b8990392d564e81d2b8b1b4f170d6ddef12," ",1,,000000011013,000000007156,,,
